Case ID,Complete Timestamp,Activity,label,event_nr,case_length,Work_Order_Qty,Part_Desc_,Rework,finished,Activity_Final Inspection Q.C.,Activity_Lapping - Machine 1,Activity_Laser Marking - Machine 7,Activity_Packing,Activity_Turning & Milling - Machine 4,Activity_Turning & Milling - Machine 5,Activity_Turning & Milling - Machine 6,Activity_Turning & Milling - Machine 8,Activity_Turning & Milling - Machine 9,Activity_Turning & Milling Q.C.,Activity_other,Resource_ID0420,Resource_ID0937,Resource_ID0997,Resource_ID0998,Resource_ID3767,Resource_ID3846,Resource_ID4132,Resource_ID4163,Resource_ID4167,Resource_ID4219,Resource_ID4287,Resource_ID4326,Resource_ID4355,Resource_ID4385,Resource_ID4429,Resource_ID4445,Resource_ID4491,Resource_ID4493,Resource_ID4528,Resource_ID4529,Resource_ID4618,Resource_ID4641,Resource_ID4718,Resource_ID4794,Resource_ID4820,Resource_ID4872,Resource_ID4882,Resource_ID4932,Resource_other,Report_Type_B,Report_Type_D,Report_Type_S,Resource.1_Machine 1 - Lapping,Resource.1_Machine 10 - Grinding,Resource.1_Machine 11 - Grinding,Resource.1_Machine 12 - Grinding,Resource.1_Machine 14 - Milling,Resource.1_Machine 15 - Turning,Resource.1_Machine 16 - Milling,Resource.1_Machine 2 - Round Grinding,Resource.1_Machine 27 - Grinding,Resource.1_Machine 3 - Round Grinding,Resource.1_Machine 4 - Turning & Milling,Resource.1_Machine 5 - Turning & Milling,Resource.1_Machine 6 - Turning & Milling,Resource.1_Machine 7- Laser Marking,Resource.1_Machine 8 - Turning & Milling,Resource.1_Machine 9 - Turning & Milling,Resource.1_Packing,Resource.1_Quality Check 1,Resource.1_Wire Cut - Machine 13,Resource.1_other,Qty_Completed_mean,Qty_Completed_max,Qty_Completed_min,Qty_Completed_sum,Qty_Completed_std,Qty_for_MRB_mean,Qty_for_MRB_max,Qty_for_MRB_min,Qty_for_MRB_sum,Qty_for_MRB_std,activity_duration_mean,activity_duration_max,activity_duration_min,activity_duration_sum,activity_duration_std,hour_mean,hour_max,hour_min,hour_sum,hour_std,weekday_mean,weekday_max,weekday_min,weekday_sum,weekday_std,month_mean,month_max,month_min,month_sum,month_std,timesincemidnight_mean,timesincemidnight_max,timesincemidnight_min,timesincemidnight_sum,timesincemidnight_std,timesincelastevent_mean,timesincelastevent_max,timesincelastevent_min,timesincelastevent_sum,timesincelastevent_std,timesincecasestart_mean,timesincecasestart_max,timesincecasestart_min,timesincecasestart_sum,timesincecasestart_std,event_nr_mean,event_nr_max,event_nr_min,event_nr_sum,event_nr_std,open_cases_mean,open_cases_max,open_cases_min,open_cases_sum,open_cases_std,predicted_value,proba_of_regular
Case35_3,2012-02-28 16:10:00,Turning & Milling - Machine 5,deviant,3.0,4,15.0,Cable Head,missing,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.6666666666666666,2.0,0.0,2.0,1.1547005383792517,0.0,0.0,0.0,0.0,0.0,388.0,549.0,179.0,1164.0,189.61276328348785,15.0,23.0,6.0,45.0,8.54400374531753,0.6666666666666666,1.0,0.0,2.0,0.5773502691896258,2.0,2.0,2.0,6.0,0.0,936.3333333333334,1423.0,416.0,2809.0,504.34346762234696,329.0,554.0,0.0,987.0,291.27478435319455,473.3333333333333,987.0,0.0,1420.0,494.73460899085416,2.0,3.0,1.0,6.0,1.0,23.333333333333332,25.0,22.0,70.0,1.5275252316519463,deviant,0.14950446422599467
Case102_5,2012-02-28 16:12:00,Turning & Milling - Machine 8,deviant,5.0,15,24.0,Spur Gear,missing,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.8,269.0,50.0,794.0,86.20150810745714,13.2,21.0,1.0,66.0,7.429670248402684,0.8,1.0,0.0,4.0,0.4472135954999579,2.0,2.0,2.0,10.0,0.0,811.0,1269.0,83.0,4055.0,441.217066759662,228.6,723.0,0.0,1143.0,292.5428173789266,694.0,1143.0,0.0,3470.0,528.8028933355037,3.0,5.0,1.0,15.0,1.5811388300841898,22.6,24.0,22.0,113.0,0.8944271909999161,regular,0.6595070783341892
Case90_13,2012-02-28 16:25:00,Laser Marking - Machine 7,regular,13.0,16,200.0,Drum,missing,0,0,0,1,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,3,0,0,0,3,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,0,0,42.46153846153846,176.0,0.0,552.0,62.979646691894814,0.0,0.0,0.0,0.0,0.0,416.6923076923077,912.0,16.0,5417.0,252.23579729272655,11.384615384615385,23.0,5.0,148.0,5.284229075567876,3.076923076923077,6.0,0.0,40.0,2.4651415936864716,2.0,2.0,2.0,26.0,0.0,721.0,1423.0,311.0,9373.0,321.1640287039216,556.6153846153846,2417.0,0.0,7236.0,711.2552915399574,3759.6923076923076,7236.0,0.0,48876.0,2444.5522215944916,7.0,13.0,1.0,91.0,3.8944404818493075,24.0,26.0,22.0,312.0,1.2909944487358034,deviant,6.089608198327344e-07
Case90_14,2012-02-28 16:42:00,Final Inspection Q.C.,regular,14.0,16,200.0,Drum,missing,0,1,0,1,0,0,0,11,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0,0,3,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,2,0,0,52.0,176.0,0.0,728.0,70.25010265527676,0.0,0.0,0.0,0.0,0.0,387.92857142857144,912.0,14.0,5431.0,265.1636546291059,11.714285714285714,23.0,5.0,164.0,5.224624703909679,2.9285714285714284,6.0,0.0,41.0,2.432608151261197,2.0,2.0,2.0,28.0,0.0,741.0714285714286,1423.0,311.0,10375.0,317.57215153185496,518.0714285714286,2417.0,0.0,7253.0,698.4044964483983,4009.214285714286,7253.0,0.0,56129.0,2527.4123032361476,7.5,14.0,1.0,105.0,4.183300132670378,23.857142857142858,26.0,22.0,334.0,1.35062053300541,deviant,6.047126408535384e-07
Case90_15,2012-02-28 16:51:00,other,regular,15.0,16,200.0,Drum,missing,0,1,0,1,0,0,0,11,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,0,0,0,3,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,3,0,0,48.53333333333333,176.0,0.0,728.0,69.01331824537996,0.0,0.0,0.0,0.0,0.0,367.06666666666666,912.0,14.0,5506.0,267.9883970480456,12.0,23.0,5.0,180.0,5.154748157905348,2.8,6.0,0.0,42.0,2.396425910153941,2.0,2.0,2.0,30.0,0.0,759.0666666666667,1423.0,311.0,11386.0,313.85630621732133,484.1333333333333,2417.0,0.0,7262.0,685.7150456344996,4226.066666666667,7262.0,0.0,63391.0,2576.2210549193023,8.0,15.0,1.0,120.0,4.47213595499958,23.733333333333334,26.0,22.0,356.0,1.3870146083619728,deviant,1.4308169140681498e-06
Case116_10,2012-02-28 17:06:00,other,deviant,10.0,11,161.0,Clamp,missing,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,0,0,0,0,9,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,1,0,0,26.4,54.0,0.0,264.0,20.505825730481785,0.0,0.0,0.0,0.0,0.0,242.3,482.0,60.0,2423.0,164.00274387948514,14.2,23.0,1.0,142.0,6.988880056521534,2.5,6.0,0.0,25.0,1.5811388300841898,2.0,2.0,2.0,20.0,0.0,880.1,1431.0,60.0,8801.0,429.8729657313503,897.7,4804.0,0.0,8977.0,1443.5153888261038,2927.1,8977.0,0.0,29271.0,3449.269888928187,5.5,10.0,1.0,55.0,3.0276503540974917,25.1,28.0,22.0,251.0,2.131770260709264,regular,0.9533683871716054
Case44_22,2012-02-28 17:40:00,other,deviant,22.0,23,198.0,Cast,missing,0,0,1,1,0,0,0,0,0,0,3,17,0,0,0,0,0,2,6,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,3,0,0,18,4,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,17.545454545454547,105.0,0.0,386.0,29.209794953270745,0.0,0.0,0.0,0.0,0.0,311.3636363636364,666.0,9.0,6850.0,217.2649349252013,11.909090909090908,23.0,1.0,262.0,5.895188440859779,2.0454545454545454,6.0,0.0,45.0,2.339663645489662,2.0,2.0,2.0,44.0,0.0,748.9090909090909,1427.0,75.0,16476.0,356.35668448913174,588.5454545454545,4850.0,0.0,12948.0,992.3946856574819,6811.454545454545,12948.0,0.0,149852.0,4807.567623051854,11.5,22.0,1.0,253.0,6.493586579592718,24.772727272727273,29.0,22.0,545.0,2.505837340934318,deviant,0.00030187528336210424
Case212_5,2012-02-28 17:47:00,Turning & Milling - Machine 6,deviant,5.0,6,66.0,Ballnut,missing,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,8.4,32.0,0.0,42.0,13.594116374373144,0.0,0.0,0.0,0.0,0.0,236.8,458.0,61.0,1184.0,182.5998357063883,8.4,17.0,3.0,42.0,5.224940191045253,1.0,1.0,1.0,5.0,0.0,2.0,2.0,2.0,10.0,0.0,541.6,1067.0,235.0,2708.0,312.3200281762282,2130.8,9822.0,0.0,10654.0,4305.065702169944,8112.6,10654.0,0.0,40563.0,4545.741721655554,3.0,5.0,1.0,15.0,1.5811388300841898,23.4,26.0,22.0,117.0,1.51657508881031,deviant,0.13567214135819072
Case95_5,2012-02-28 17:47:00,Turning & Milling - Machine 4,deviant,5.0,20,305.0,Punch Holder,missing,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3.2,9.0,0.0,16.0,3.8340579025361627,0.0,0.0,0.0,0.0,0.0,290.8,631.0,83.0,1454.0,271.04372341008013,12.4,17.0,6.0,62.0,5.029910535983717,0.8,1.0,0.0,4.0,0.4472135954999579,2.0,2.0,2.0,10.0,0.0,772.0,1067.0,377.0,3860.0,311.9166555347758,311.4,867.0,0.0,1557.0,358.33894569248264,974.0,1557.0,0.0,4870.0,619.5579068981365,3.0,5.0,1.0,15.0,1.5811388300841898,22.6,23.0,22.0,113.0,0.5477225575051664,deviant,1.982237253270172e-05
Case102_6,2012-02-28 17:56:00,Turning & Milling - Machine 8,deviant,6.0,15,24.0,Spur Gear,missing,0,0,0,0,0,0,0,0,5,0,1,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0.5,3.0,0.0,3.0,1.224744871391589,0.0,0.0,0.0,0.0,0.0,149.66666666666666,269.0,50.0,898.0,80.28117255413419,13.833333333333334,21.0,1.0,83.0,6.823977334858804,0.8333333333333334,1.0,0.0,5.0,0.408248290463863,2.0,2.0,2.0,12.0,0.0,855.1666666666666,1269.0,83.0,5131.0,409.19697783178543,207.83333333333334,723.0,0.0,1247.0,266.5568732309611,786.1666666666666,1247.0,0.0,4717.0,524.0936621126673,3.5,6.0,1.0,21.0,1.8708286933869707,22.5,24.0,22.0,135.0,0.8366600265340758,regular,0.7076663322767541
Case17_11,2012-02-28 19:22:00,other,deviant,11.0,16,100.0,Clamp,Y,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,7,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.181818181818182,25.0,0.0,101.0,11.513628288408322,0.0,0.0,0.0,0.0,0.0,246.54545454545453,651.0,14.0,2712.0,233.99331769790504,12.909090909090908,23.0,0.0,142.0,8.47885069398613,1.9090909090909092,6.0,0.0,21.0,2.6628760937957834,2.0,2.0,2.0,22.0,0.0,810.7272727272727,1387.0,29.0,8918.0,499.83499095383286,254.45454545454547,862.0,0.0,2799.0,281.7180731285672,1007.7272727272727,2799.0,0.0,11085.0,1038.327028532831,6.0,11.0,1.0,66.0,3.3166247903554,22.818181818181817,24.0,22.0,251.0,0.6030226891555259,deviant,2.3961620764305197e-05
Case35_4,2012-02-28 23:40:00,Turning & Milling - Machine 5,deviant,4.0,4,15.0,Cable Head,missing,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3.75,13.0,0.0,15.0,6.238322424070967,0.0,0.0,0.0,0.0,0.0,409.0,549.0,179.0,1636.0,160.4140475976673,17.0,23.0,6.0,68.0,8.04155872120988,0.75,1.0,0.0,3.0,0.5,2.0,2.0,2.0,8.0,0.0,1057.25,1423.0,416.0,4229.0,477.554447157599,359.25,554.0,0.0,1437.0,245.39950421031145,714.25,1437.0,0.0,2857.0,628.7592941658994,2.5,4.0,1.0,10.0,1.2909944487358056,22.75,25.0,21.0,91.0,1.7078251276599328,regular,0.5155468636173767
Case116_11,2012-02-29 01:00:00,Packing,deviant,11.0,11,161.0,Clamp,missing,1,1,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,1,0,0,32.81818181818182,97.0,0.0,361.0,28.836845118071366,0.0,0.0,0.0,0.0,0.0,225.72727272727272,482.0,60.0,2483.0,165.01035780161857,13.0,23.0,1.0,143.0,7.733045971672482,2.4545454545454546,6.0,0.0,27.0,1.507556722888818,2.0,2.0,2.0,22.0,0.0,805.5454545454545,1431.0,60.0,8861.0,476.92124373660766,859.1818181818181,4804.0,0.0,9451.0,1375.384732951607,3520.181818181818,9451.0,0.0,38722.0,3817.9736724650634,6.0,11.0,1.0,66.0,3.3166247903554,24.454545454545453,28.0,18.0,269.0,2.9449494516421275,regular,0.9979860745572404
Case44_23,2012-02-29 01:00:00,Packing,deviant,23.0,23,198.0,Cast,missing,1,0,1,1,1,0,0,0,0,0,3,17,0,0,0,0,0,2,6,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,2,3,0,0,19,4,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,21.304347826086957,105.0,0.0,490.0,33.755046467977735,0.0,0.0,0.0,0.0,0.0,300.4347826086956,666.0,9.0,6910.0,218.64475672713667,11.434782608695652,23.0,1.0,263.0,6.192562158505679,2.0434782608695654,6.0,0.0,47.0,2.285890732884612,2.0,2.0,2.0,46.0,0.0,718.9565217391304,1427.0,60.0,16536.0,376.6329872895157,582.0869565217391,4850.0,0.0,13388.0,970.0725799014629,7097.391304347826,13388.0,0.0,163240.0,4893.118124088624,12.0,23.0,1.0,276.0,6.782329983125268,24.47826086956522,29.0,18.0,563.0,2.8263301810811337,deviant,0.012769102055534897
Case52_16,2012-02-29 01:00:00,Packing,regular,16.0,16,75.0,Ballnut,missing,1,2,0,2,2,0,0,0,8,0,1,1,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,2,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,0,2,3,0,0,28.125,75.0,0.0,450.0,31.66464905853213,0.0,0.0,0.0,0.0,0.0,107.4375,500.0,1.0,1719.0,120.31678672016912,10.9375,18.0,1.0,175.0,5.507192267087347,2.75,6.0,0.0,44.0,1.949358868961793,2.0,2.0,2.0,32.0,0.0,680.75,1082.0,60.0,10892.0,331.7694982966337,1779.0,17822.0,0.0,28464.0,4336.874665777957,20714.75,28464.0,0.0,331436.0,6565.96367641491,8.5,16.0,1.0,136.0,4.760952285695233,25.125,36.0,18.0,402.0,3.7215588131856787,regular,0.9991750403511532
Case68_4,2012-02-29 01:00:00,Packing,regular,4.0,5,6.0,Spur Gear,missing,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,3.0,6.0,0.0,12.0,3.4641016151377544,0.0,0.0,0.0,0.0,0.0,120.25,270.0,60.0,481.0,100.89722493706158,10.25,17.0,1.0,41.0,7.274384280931732,0.75,2.0,0.0,3.0,0.9574271077563381,2.0,2.0,2.0,8.0,0.0,625.0,1020.0,60.0,2500.0,432.781700167648,510.0,980.0,0.0,2040.0,522.1749387577564,805.0,2040.0,0.0,3220.0,950.0,2.5,4.0,1.0,10.0,1.2909944487358056,21.5,23.0,18.0,86.0,2.380476142847617,regular,0.9963060571031438
Case90_16,2012-02-29 01:00:00,Packing,regular,16.0,16,200.0,Drum,missing,1,1,0,1,1,0,0,11,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,1,0,0,3,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,1,3,0,0,56.5,176.0,0.0,904.0,73.8972259289887,0.0,0.0,0.0,0.0,0.0,347.875,912.0,14.0,5566.0,270.0426818115981,11.3125,23.0,1.0,181.0,5.6888047953854075,2.75,6.0,0.0,44.0,2.32379000772445,2.0,2.0,2.0,32.0,0.0,715.375,1423.0,60.0,11446.0,349.97445144848314,484.4375,2417.0,0.0,7751.0,662.4647883724338,4446.375,7751.0,0.0,71142.0,2640.270084038121,8.5,16.0,1.0,136.0,4.760952285695233,23.375,26.0,18.0,374.0,1.9621416870348563,deviant,3.2854091530925174e-05
Case102_7,2012-02-29 01:29:00,Turning & Milling - Machine 8,deviant,7.0,15,24.0,Spur Gear,missing,0,0,0,0,0,0,0,0,6,0,1,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1.7142857142857142,9.0,0.0,12.0,3.401680257083045,0.0,0.0,0.0,0.0,0.0,162.71428571428572,269.0,50.0,1139.0,81.0096995956128,12.0,21.0,1.0,84.0,7.895146188218008,1.0,2.0,0.0,7.0,0.5773502691896257,2.0,2.0,2.0,14.0,0.0,745.7142857142857,1269.0,83.0,5220.0,472.6456439679782,242.85714285714286,723.0,0.0,1700.0,260.37884487251046,916.7142857142857,1700.0,0.0,6417.0,590.0795749404523,4.0,7.0,1.0,28.0,2.160246899469287,21.857142857142858,24.0,18.0,153.0,1.864454471471609,regular,0.86080588903352
Case212_6,2012-02-29 01:34:00,Turning & Milling - Machine 6,deviant,6.0,6,66.0,Ballnut,missing,1,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,11.0,32.0,0.0,66.0,13.725887949418793,0.0,0.0,0.0,0.0,0.0,252.0,458.0,61.0,1512.0,167.5123876016338,7.166666666666667,17.0,1.0,43.0,5.564770136013407,1.1666666666666667,2.0,1.0,7.0,0.408248290463863,2.0,2.0,2.0,12.0,0.0,467.0,1067.0,94.0,2802.0,333.80533249185817,1853.5,9822.0,0.0,11121.0,3910.01845264188,8614.0,11121.0,0.0,51684.0,4247.284544270609,3.5,6.0,1.0,21.0,1.8708286933869707,22.333333333333332,26.0,17.0,134.0,2.9439202887759484,deviant,0.21236883286012295
Case102_8,2012-02-29 04:31:00,Turning & Milling - Machine 8,deviant,8.0,15,24.0,Spur Gear,missing,0,0,0,0,0,0,0,0,7,0,1,0,0,0,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2.375,9.0,0.0,19.0,3.6620642110310255,0.0,0.0,0.0,0.0,0.0,165.0,269.0,50.0,1320.0,75.27853042439885,11.0,21.0,1.0,88.0,7.837638128197259,1.125,2.0,0.0,9.0,0.6408699444616557,2.0,2.0,2.0,16.0,0.0,686.375,1269.0,83.0,5491.0,468.66800235195427,235.25,723.0,0.0,1882.0,242.0222835077087,1037.375,1882.0,0.0,8299.0,644.1459323343253,4.5,8.0,1.0,36.0,2.449489742783178,21.25,24.0,17.0,170.0,2.434865792722759,regular,0.8723908269170528
Case17_12,2012-02-29 06:40:00,other,deviant,12.0,16,100.0,Clamp,Y,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,8,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.333333333333334,59.0,0.0,160.0,18.092355660149217,0.0,0.0,0.0,0.0,0.0,279.3333333333333,651.0,14.0,3352.0,250.35151045655545,12.333333333333334,23.0,0.0,148.0,8.32666399786453,1.9166666666666667,6.0,0.0,23.0,2.539088359425425,2.0,2.0,2.0,24.0,0.0,776.5,1387.0,29.0,9318.0,491.1016373234956,289.75,862.0,0.0,3477.0,295.1258976344595,1213.5,3477.0,0.0,14562.0,1219.926562618348,6.5,12.0,1.0,78.0,3.605551275463989,22.333333333333332,24.0,17.0,268.0,1.7752507291971882,deviant,4.88816620557954e-06
Case114,2012-02-29 06:53:00,Turning & Milling - Machine 6,deviant,1.0,5,20.0,Ballnut,missing,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,290.0,290.0,290.0,0.0,6.0,6.0,6.0,6.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,413.0,413.0,413.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,18.0,18.0,18.0,18.0,0.0,regular,0.6220408533562207
Case95_6,2012-02-29 06:54:00,Turning & Milling - Machine 4,deviant,6.0,20,305.0,Punch Holder,missing,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,9.166666666666666,39.0,0.0,55.0,15.012217246851534,0.0,0.0,0.0,0.0,0.0,371.3333333333333,774.0,83.0,2228.0,312.54674317078826,11.333333333333334,17.0,6.0,68.0,5.202563470700446,1.0,2.0,0.0,6.0,0.6324555320336759,2.0,2.0,2.0,12.0,0.0,712.3333333333334,1067.0,377.0,4274.0,314.9512131531909,390.6666666666667,867.0,0.0,2344.0,374.7327936899394,1202.3333333333333,2344.0,0.0,7214.0,787.336184019677,3.5,6.0,1.0,21.0,1.8708286933869707,21.833333333333332,23.0,18.0,131.0,1.9407902170679525,deviant,2.572015878533411e-05
Case95_7,2012-02-29 07:20:00,Turning & Milling Q.C.,deviant,7.0,20,305.0,Punch Holder,missing,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,7.857142857142857,39.0,0.0,55.0,14.13539966925321,0.0,0.0,0.0,0.0,0.0,321.7142857142857,774.0,24.0,2252.0,314.06831225372736,10.714285714285714,17.0,6.0,75.0,5.023753102820166,1.1428571428571428,2.0,0.0,8.0,0.6900655593423543,2.0,2.0,2.0,14.0,0.0,673.4285714285714,1067.0,377.0,4714.0,305.3800130672477,338.57142857142856,867.0,0.0,2370.0,368.80611760239606,1369.142857142857,2370.0,0.0,9584.0,843.4214898399315,4.0,7.0,1.0,28.0,2.160246899469287,21.285714285714285,23.0,18.0,149.0,2.2886885410853184,deviant,9.971142133460979e-05
Case114_2,2012-02-29 08:01:00,Turning & Milling - Machine 6,deviant,2.0,5,20.0,Ballnut,missing,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5,1.0,0.0,1.0,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,170.5,290.0,51.0,341.0,168.99852070358486,7.0,8.0,6.0,14.0,1.4142135623730951,2.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,4.0,0.0,447.0,481.0,413.0,894.0,48.08326112068523,34.0,68.0,0.0,68.0,48.08326112068523,34.0,68.0,0.0,68.0,48.08326112068523,1.5,2.0,1.0,3.0,0.7071067811865476,18.0,18.0,18.0,36.0,0.0,deviant,0.01663076822543934
Case95_8,2012-02-29 08:02:00,Turning & Milling - Machine 4,deviant,8.0,20,305.0,Punch Holder,missing,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,9.875,39.0,0.0,79.0,14.277229623224727,0.0,0.0,0.0,0.0,0.0,288.375,774.0,24.0,2307.0,305.67907424056926,10.375,17.0,6.0,83.0,4.749060057376768,1.25,2.0,0.0,10.0,0.7071067811865476,2.0,2.0,2.0,16.0,0.0,649.5,1067.0,377.0,5196.0,290.71488241427005,301.5,867.0,0.0,2412.0,357.18502608192136,1499.5,2412.0,0.0,11996.0,863.5281449627784,4.5,8.0,1.0,36.0,2.449489742783178,20.875,23.0,18.0,167.0,2.4164614034338974,deviant,9.027007508803888e-05
Case114_3,2012-02-29 08:19:00,Turning & Milling Q.C.,deviant,3.0,5,20.0,Ballnut,missing,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.3333333333333333,1.0,0.0,1.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,141.33333333333334,290.0,51.0,424.0,129.73948255382143,7.333333333333333,8.0,6.0,22.0,1.1547005383792517,2.0,2.0,2.0,6.0,0.0,2.0,2.0,2.0,6.0,0.0,464.3333333333333,499.0,413.0,1393.0,45.35783651513081,28.666666666666668,68.0,0.0,86.0,35.23256069793016,51.333333333333336,86.0,0.0,154.0,45.357836515130806,2.0,3.0,1.0,6.0,1.0,18.0,18.0,18.0,54.0,0.0,deviant,0.04848525941741672
